place,category,x,y,address
메가박스 이수,"문화,예술 > 영화,영상 > 영화관 > 메가박스",37.484613666261986,126.98166627919224,서울 동작구 사당동 147-53
메가박스 아트나인,"문화,예술 > 영화,영상 > 영화관 > 메가박스",37.4846217805965,126.98170019714026,서울 동작구 사당동 147-53
서울시립 남서울미술관,"문화,예술 > 문화시설 > 미술관",37.47607534453375,126.9794807787916,서울 관악구 남현동 1059-13
투움아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.4795838550166,126.999776143484,서울 서초구 방배동 1021-5
유중아트센터,"문화,예술 > 문화시설 > 공연장,연극극장",37.4896479021521,126.992826584622,서울 서초구 방배동 851-4
서초수학박물관,"문화,예술 > 문화시설 > 박물관",37.486908587093914,126.98947545520416,서울 서초구 방배동 869-8
르비채아트뮤지엄,"문화,예술 > 문화시설 > 미술관",37.488602829324,126.994640366455,서울 서초구 방배동 876-27
백석아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.4807533184866,126.996680540535,서울 서초구 방배동 981-10
경암 이철호문학기념관,"문화,예술 > 문화시설 > 문화원",37.4877334018894,126.984803240544,서울 서초구 방배동 1345
뮤제드파팡,"문화,예술 > 문화시설 > 전시관",37.4952086791953,126.989600942855,서울 서초구 방배동 17-1
필라이브홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.4861622910476,126.986865932947,서울 서초구 방배동 867-31
아카데미웰,"문화,예술 > 문화시설 > 미술관",37.4941746664008,126.994798281489,서울 서초구 방배동 1-3
아트바이브,"문화,예술 > 문화시설 > 미술관",37.4942100594404,126.986584083172,서울 서초구 방배동 769-20
액션가면소극장,"문화,예술 > 문화시설 > 공연장,연극극장",37.4779118287869,126.980830169197,서울 동작구 사당동 1042-2
지인아트랩,"문화,예술 > 문화시설 > 미술관",37.4780287121798,126.999543251725,서울 서초구 방배동 1031-7
아트엠스페이스,"문화,예술 > 문화시설 > 미술관",37.4937527339147,126.990578157656,서울 서초구 방배동 796-13
문화놀이터액션가면 1연습실,"문화,예술 > 문화시설 > 공연장,연극극장",37.4796378984107,126.979264992732,서울 동작구 사당동 1027-37
미나갤러리,"문화,예술 > 문화시설 > 전시관",37.4946933299323,126.989908596313,서울 서초구 방배동 773-8
연습실 사당점,"문화,예술 > 문화시설 > 공연장,연극극장",37.4769347843504,126.978781864817,서울 동작구 사당동 1044-13
미나아뜰리에,"문화,예술 > 문화시설 > 전시관",37.4946618002742,126.989974187867,서울 서초구 방배동 773-8
노들섬라이브하우스,"문화,예술 > 문화시설 > 공연장,연극극장",37.518119751416975,126.95832771258652,서울 용산구 이촌동 302-146
중앙대학교 중앙문화예술관,"문화,예술 > 문화시설 > 공연장,연극극장",37.5053528734016,126.954403534396,서울 동작구 흑석동 221
중앙대학교아트센터 대극장,"문화,예술 > 문화시설 > 공연장,연극극장",37.5053780980494,126.954394471237,서울 동작구 흑석동 221
사육신역사공원 사육신역사관,"문화,예술 > 문화시설 > 전시관",37.514124449351286,126.9485458395054,서울 동작구 노량진동 152-3
중력장,"문화,예술 > 문화시설 > 공연장,연극극장",37.5074576462225,126.96504730749577,서울 동작구 흑석동 9-27
노량진문화원,"문화,예술 > 문화시설 > 문화원",37.5125540965722,126.955435228276,서울 동작구 본동 47-6
보현미술관,"문화,예술 > 문화시설 > 미술관",37.5124351952905,126.95318670454,서울 동작구 본동 150
심산김창숙기념관,"문화,예술 > 문화시설 > 기념관",37.49912007964684,126.99121417041864,서울 서초구 반포동 114-3
국립서울현충원 유품전시관,"문화,예술 > 문화시설 > 전시관",37.5005516535036,126.976925024056,서울 동작구 동작동 179-1
스페이스이수,"문화,예술 > 문화시설 > 전시관",37.498021020781614,126.99389332160716,서울 서초구 반포동 112-4
써포먼트갤러리,"문화,예술 > 문화시설 > 미술관",37.4976994980926,126.997760894188,서울 서초구 반포동 96-1
예빛섬 야외무대,"문화,예술 > 문화시설 > 공연장,연극극장",37.5103963763153,126.99484239811,서울 서초구 반포동 115-5
한생연 휴먼탐구과학관,"문화,예술 > 문화시설 > 과학관",37.50213357291602,126.987152653484,서울 서초구 반포동 1313
애니버셔리 뮤지엄,"문화,예술 > 문화시설 > 전시관",37.5123696171591,126.995894169355,서울 서초구 반포동 650
이상아트스페이스,"문화,예술 > 문화시설 > 전시관",37.4975081712071,126.991106927696,서울 서초구 반포동 612-121
클래식라운지,"문화,예술 > 문화시설 > 공연장,연극극장",37.49640012956767,126.98432992345973,서울 서초구 방배동 763-32
국립서울현충원 호국전시관,"문화,예술 > 문화시설 > 전시관",37.5015916972943,126.97842204233643,서울 동작구 동작동 산 41-2
이성자기념관,"문화,예술 > 문화시설 > 기념관",37.497221785382344,126.9931176206285,서울 서초구 반포동 612-29
예빗섬 야외무대,"문화,예술 > 문화시설 > 공연장,연극극장",37.510295471045,126.99501093173,서울 서초구 반포동 115-5
서래아르떼홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.4975261909964,126.991102402124,서울 서초구 반포동 612-121
티모시아트,"문화,예술 > 문화시설 > 미술관",37.4988618135037,126.999021789623,서울 서초구 반포동 92-9
반포아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.5045327452831,127.000868580799,서울 서초구 반포동 18-3
쉐이커아트갤러리,"문화,예술 > 문화시설 > 미술관",37.5173549182916,126.985213501838,서울 용산구 용산동6가 69-167
플랫폼12,"문화,예술 > 문화시설 > 전시관",37.4990978746023,126.9987515056,서울 서초구 반포동 92-7
알프스멜로디,"문화,예술 > 문화시설 > 공연장,연극극장",37.49816530589438,126.99717622124236,서울 서초구 반포동 105-14
